招聘单位,二级部门,岗位名称,需求学科,学历要求,需求人数,工作城市,数智博士,发布日期,申请链接,抓取时间
中国航天科技集团有限公司,体系院,数据平台专业技术研究,计算机科学与技术 / 软件工程,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036660,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,新概念系统总体设计,动力工程及工程热物理 / 机械工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036661,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,航天装备智能体技术研究,控制科学与工程 / 电子科学与技术 / 计算机科学与技术,硕士及以上,5,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036662,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,智能测试评估设计,电子信息 / 航空宇航科学与技术 / 计算机科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036663,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,智能系统总体设计,电子信息 / 航空宇航科学与技术 / 计算机科学与技术,博士,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036664,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,航天具身智能技术研究,控制科学与工程 / 电子信息 / 计算机科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036665,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,航天类脑智能模型与系统设计,控制科学与工程 / 电子科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036666,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,大语言模型架构设计,数学 / 管理科学与工程 / 计算机科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036667,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,多模态模型架构设计,数学 / 管理科学与工程 / 计算机科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036668,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,新概念系统技术研究,动力工程及工程热物理 / 核科学与技术 / 电气工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036669,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,任务总体设计1,控制科学与工程 / 机械工程 / 电子信息,博士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036670,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,分布式探测技术研究1,仪器科学与技术 / 系统科学 / 计算机科学与技术,博士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036671,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,跨域大系统总体设计,控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036672,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,航天器总体设计,控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036673,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,情报研究,控制科学与工程 / 管理科学与工程 / 航空宇航科学与技术,博士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036674,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,战略研究,控制科学与工程 / 管理科学与工程 / 航空宇航科学与技术,博士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036675,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,数字化总体,信息与通信工程 / 计算机科学与技术 / 软件工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036676,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,任务总体设计2,电子信息 / 航空宇航科学与技术 / 计算机科学与技术,博士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036677,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,分布式探测技术研究2,力学 / 控制科学与工程 / 航空宇航科学与技术,博士,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036678,2026-09-11 15:33:06
中国航天科技集团有限公司,体系院,大系统虚实集成与验证,电子信息 / 航空宇航科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=282&positionId=132036679,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,工艺技术岗,机械制造及其自动化 / 高分子材料工程技术,硕士及以上,5,北京,否,2025-06-09,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=1318492,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,流体机械设计岗,机械设计及理论 / 流体力学 / 制冷及低温工程,硕士及以上,6,北京,否,2025-06-09,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=1318493,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,经营计划岗,机械工程 / 材料科学与工程 / 飞行器动力工程,硕士,3,北京,否,2025-06-09,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=1318494,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,电气系统总体设计岗,电气工程 / 控制科学与工程 / 机械工程,硕士,2,北京,否,2025-06-09,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=1318495,2026-09-11 15:33:06
航天一院,战术部,人力资源管理,公共管理 / 工商管理,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034198,2026-09-11 15:33:06
航天一院,战术部,载荷与环境设计岗,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034199,2026-09-11 15:33:06
航天一院,战术部,气（水）动设计岗,仪器科学与技术 / 力学 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034200,2026-09-11 15:33:06
航天一院,战术部,设计岗,兵器科学与技术 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034201,2026-09-11 15:33:06
航天一院,战术部,气（水）动设计岗,力学 / 动力工程及工程热物理 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034202,2026-09-11 15:33:06
航天一院,战术部,装备总体设计岗,信息与通信工程 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034203,2026-09-11 15:33:06
航天一院,战术部,任务规划总体设计岗,交通运输工程 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034204,2026-09-11 15:33:06
航天一院,战术部,安全生产管理岗,公共管理 / 安全科学与工程 / 管理科学与工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034205,2026-09-11 15:33:06
航天一院,战术部,法律事务岗,法学,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034206,2026-09-11 15:33:06
航天一院,战术部,系统仿真设计岗,控制科学与工程 / 数学 / 计算机科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034207,2026-09-11 15:33:06
航天一院,战术部,信息情报研究岗,公共管理 / 外国语言文学 / 政治学,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034208,2026-09-11 15:33:06
航天一院,战术部,导航制导与控制总体设计岗,兵器科学与技术 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034209,2026-09-11 15:33:06
航天一院,战术部,综合财务管理岗,工商管理 / 经济学 / 财务会计,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034210,2026-09-11 15:33:06
航天一院,战术部,可靠性总体设计岗,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034211,2026-09-11 15:33:06
航天一院,战术部,网络信息安全设计岗,信息与通信工程 / 机械工程 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034212,2026-09-11 15:33:06
航天一院,战术部,指挥控制系统总体设计岗,控制科学与工程 / 航空宇航科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034213,2026-09-11 15:33:06
航天一院,战术部,信息系统设计岗,信息与通信工程 / 控制科学与工程 / 电子科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034214,2026-09-11 15:33:06
航天一院,战术部,电气产品设计岗,信息与通信工程 / 电子科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034215,2026-09-11 15:33:06
航天一院,战术部,数传系统设计岗,信息与通信工程 / 电子科学与技术 / 电气工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034216,2026-09-11 15:33:06
航天一院,战术部,射频天馈设计岗,信息与通信工程 / 电子科学与技术 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034217,2026-09-11 15:33:06
航天一院,战术部,产品设计岗,力学 / 动力工程及工程热物理 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034218,2026-09-11 15:33:06
航天一院,战术部,先进材料及工艺研究岗,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034219,2026-09-11 15:33:06
航天一院,战术部,动力系统总体设计岗,力学 / 动力工程及工程热物理 / 机械,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034220,2026-09-11 15:33:06
航天一院,战术部,预研总体岗,兵器科学与技术 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034221,2026-09-11 15:33:06
航天一院,战术部,前沿技术岗,力学 / 航空宇航科学与技术 / 船舶与海洋工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034222,2026-09-11 15:33:06
航天一院,战术部,装备系统总体设计岗,兵器科学与技术 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034223,2026-09-11 15:33:06
航天一院,战术部,发射总体设计岗,兵器科学与技术 / 动力工程及工程热物理 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034224,2026-09-11 15:33:06
航天一院,战术部,电子对抗总体设计岗,控制科学与工程 / 电子科学与技术 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034225,2026-09-11 15:33:06
航天一院,物资中心,特装配套员,交通运输工程 / 兵器科学与技术 / 安全科学与工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034226,2026-09-11 15:33:06
航天一院,物资中心,技术员,仪器科学与技术 / 电子信息 / 电子科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034227,2026-09-11 15:33:06
航天一院,物资中心,技术员,信息与通信工程 / 电子信息 / 电子科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034228,2026-09-11 15:33:06
航天一院,物资中心,技术员,材料科学与工程 / 材料 / 计算机科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034229,2026-09-11 15:33:06
航天一院,物资中心,信息化总体技术员,管理科学与工程 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034230,2026-09-11 15:33:06
航天一院,物资中心,财务管理员,工商管理 / 财务会计 / 财政税务,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034231,2026-09-11 15:33:06
航天一院,物资中心,需求计划员,材料科学与工程 / 物流管理与工程 / 管理科学与工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034232,2026-09-11 15:33:06
航天一院,物资中心,需求计划员、采购员,化学工程与技术 / 材料科学与工程 / 管理科学与工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034233,2026-09-11 15:33:06
航天一院,总体设计部,管路系统设计师/增压输送系统设计师/流体传动结构设计师,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,5,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034234,2026-09-11 15:33:06
航天一院,总体设计部,电子产品研发设计师/无线通信与测控设计师/数据获取与应用设计师,信息与通信工程 / 控制科学与工程 / 电子科学与技术,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034235,2026-09-11 15:33:06
航天一院,总体设计部,动力系统总体设计师/制导总体设计师/电气系统总体设计师,力学 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034236,2026-09-11 15:33:06
航天一院,总体设计部,可靠性保证设计师,控制科学与工程 / 机械工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034237,2026-09-11 15:33:06
航天一院,总体设计部,型号总体设计师/姿控总体设计师/载荷与力学环境设计师,力学 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034238,2026-09-11 15:33:06
航天一院,总体设计部,机构设计师/液压及起降回收机构设计,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034239,2026-09-11 15:33:06
航天一院,总体设计部,水动力设计师/制导总体设计师/气动力设计师/姿控总体设计师,力学 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034240,2026-09-11 15:33:06
航天一院,总体设计部,热分析与评价,动力工程及工程热物理 / 热能与发电工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034241,2026-09-11 15:33:06
航天一院,总体设计部,电磁兼容与防护设计师,控制科学与工程 / 电子科学与技术 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034242,2026-09-11 15:33:06
航天一院,总体设计部,软件开发设计师,电子科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034243,2026-09-11 15:33:06
航天一院,总体设计部,电气总体设计师/结构总体设计师/动力总体设计师/,力学 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,7,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034244,2026-09-11 15:33:06
航天一院,总体设计部,健康管理设计师/信息应用设计师/信息安全设计师,信息与通信工程 / 控制科学与工程 / 电子科学与技术,硕士及以上,5,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034245,2026-09-11 15:33:06
航天一院,总体设计部,结构总体设计师/弹（轨）道设计师,力学 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034246,2026-09-11 15:33:06
航天一院,总体设计部,分离装置结构设计师/强度分析师/贮箱结构设计师/壳段及特殊功能结构设计师,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,5,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034247,2026-09-11 15:33:06
航天一院,总体设计部,人工智能技术设计师/数字化基础平台设计师/信息化技术研究与应用设计师,电子信息 / 航空宇航科学与技术 / 计算机科学与技术,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034248,2026-09-11 15:33:06
航天一院,总体设计部,电磁对抗设计师/目标特性分析设计师,航空宇航科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034249,2026-09-11 15:33:06
航天一院,总体设计部,网络信息总体设计师/指挥信息系统总体设计师,航空宇航科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034250,2026-09-11 15:33:06
航天一院,总体设计部,体系总体设计师,航空宇航科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034251,2026-09-11 15:33:06
航天一院,总体设计部,战略研究与分析设计师,航空宇航科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034252,2026-09-11 15:33:06
航天一院,总体设计部,仿真建模设计师/仿真平台设计师,航空宇航科学与技术 / 计算机科学与技术 / 软件工程,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034253,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,人力资源管理岗,公共管理 / 工商管理,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034254,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,电气系统设计岗,信息与通信工程 / 电气工程 / 计算机科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034255,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,阀门设计岗,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034256,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,阀门设计岗,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034257,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,阀门设计岗,兵器科学与技术 / 力学 / 动力工程及工程热物理,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034258,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,工艺技术岗,力学 / 机械工程 / 材料科学与工程,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034259,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,工艺技术岗,机械工程 / 材料科学与工程 / 航空宇航科学与技术,硕士及以上,3,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034260,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,工艺技术岗,化学工程与技术 / 机械工程 / 材料科学与工程,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034261,2026-09-11 15:33:06
航天一院,北京航天爱锐科技有限责任公司,工艺技术岗,力学 / 机械工程 / 材料科学与工程,硕士及以上,4,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034262,2026-09-11 15:33:06
航天一院,十所,系统管理,管理科学与工程 / 计算机科学与技术 / 软件工程,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034263,2026-09-11 15:33:06
航天一院,十所,载荷环境设计,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034264,2026-09-11 15:33:06
航天一院,十所,结构设计,力学 / 机械工程 / 航空宇航科学与技术,硕士及以上,2,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034265,2026-09-11 15:33:06
航天一院,十所,温控设计,力学 / 动力工程及工程热物理 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034266,2026-09-11 15:33:06
航天一院,十所,热设计,力学 / 动力工程及工程热物理 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034267,2026-09-11 15:33:06
航天一院,十所,数字化系统设计,动力工程及工程热物理 / 控制科学与工程 / 航空宇航科学与技术,硕士及以上,1,北京,,2026-08-27,https://www.spacetalent.com.cn/jituan_xxx.html?id=9&positionId=132034268,2026-09-11 15:33:06
